"filename", "language", "JavaScript", "TypeScript", "JSON", "JSON with Comments", "TypeScript React", "CSS", "XML", "HTML", "comment", "blank", "total"
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\shared\types\team\Team.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 1, 1, 13
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\shared\types\team\teamPhoto\TeamPhoto.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\shared\types\user\User.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 1, 1, 12
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\shared\types\user\userPhoto\UserPhoto.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\app\hooks.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\app\store.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\areaSlice.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 13, 68
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\columnSlice.ts", "TypeScript", 0, 140, 0, 0, 0, 0, 0, 0, 0, 42, 182
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\helpers\createColumnData.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\teamSlice.ts", "TypeScript", 0, 133, 0, 0, 0, 0, 0, 0, 0, 32, 165
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\types\BaseState.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\types\column\ColumnOrder.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\types\column\ColumnsOrderResult.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\src\states\features\userSlice.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 21, 96
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\tsconfig.json", "JSON with Comments", 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\tsconfig.node.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\vite.config.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\Guilherme\Documents\_Area de trabalho\TCC\tcc-front\vite.config.ts.timestamp-1659525224599.mjs", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 2, 1, 11
"Total", "-", 8, 3443, 2108, 21, 2105, 22, 15, 14, 34, 1135, 8905
